"Step","lr_test: 1e-05 - train_loss","lr_test: 1e-05 - train_loss__MIN","lr_test: 1e-05 - train_loss__MAX","lr_test: 5e-05 - train_loss","lr_test: 5e-05 - train_loss__MIN","lr_test: 5e-05 - train_loss__MAX","lr_test: 0.0001 - train_loss","lr_test: 0.0001 - train_loss__MIN","lr_test: 0.0001 - train_loss__MAX","lr_test: 0.0005 - train_loss","lr_test: 0.0005 - train_loss__MIN","lr_test: 0.0005 - train_loss__MAX","lr_test: 0.001 - train_loss","lr_test: 0.001 - train_loss__MIN","lr_test: 0.001 - train_loss__MAX"
"492","-12.020962860010847","-12.020962860010847","-12.020962860010847","-12.031461824344683","-12.031461824344683","-12.031461824344683","-12.030761670462693","-12.030761670462693","-12.030761670462693","-12.026052945776831","-12.026052945776831","-12.026052945776831","-12.021366336677648","-12.021366336677648","-12.021366336677648"
"493","-12.019178185281874","-12.019178185281874","-12.019178185281874","-12.030062470255018","-12.030062470255018","-12.030062470255018","-12.034288635736779","-12.034288635736779","-12.034288635736779","-12.025965654397313","-12.025965654397313","-12.025965654397313","-12.022737032250513","-12.022737032250513","-12.022737032250513"
"494","-12.019849596144278","-12.019849596144278","-12.019849596144278","-12.02953052520752","-12.02953052520752","-12.02953052520752","-12.032502452029458","-12.032502452029458","-12.032502452029458","-12.021941559224189","-12.021941559224189","-12.021941559224189","-12.02362816243232","-12.02362816243232","-12.02362816243232"
"495","-12.01939959465703","-12.01939959465703","-12.01939959465703","-12.031154572209225","-12.031154572209225","-12.031154572209225","-12.037511403047585","-12.037511403047585","-12.037511403047585","-12.023562829705734","-12.023562829705734","-12.023562829705734","-12.020835007293314","-12.020835007293314","-12.020835007293314"
"496","-12.01991468743433","-12.01991468743433","-12.01991468743433","-12.031621075883697","-12.031621075883697","-12.031621075883697","-12.03016994572893","-12.03016994572893","-12.03016994572893","-12.028507474102552","-12.028507474102552","-12.028507474102552","-12.019413139246687","-12.019413139246687","-12.019413139246687"
"497","-12.017133978348744","-12.017133978348744","-12.017133978348744","-12.0313550369649","-12.0313550369649","-12.0313550369649","-12.03179679339445","-12.03179679339445","-12.03179679339445","-12.023446022709713","-12.023446022709713","-12.023446022709713","-12.018561846093286","-12.018561846093286","-12.018561846093286"
"498","-12.020599208300627","-12.020599208300627","-12.020599208300627","-12.033727368222007","-12.033727368222007","-12.033727368222007","-12.026743985429595","-12.026743985429595","-12.026743985429595","-12.028406964072698","-12.028406964072698","-12.028406964072698","-12.022007242033753","-12.022007242033753","-12.022007242033753"
"499","-12.022093664241742","-12.022093664241742","-12.022093664241742","-12.033478374722637","-12.033478374722637","-12.033478374722637","-12.029256144656411","-12.029256144656411","-12.029256144656411","-12.027597656732873","-12.027597656732873","-12.027597656732873","-12.021867438207698","-12.021867438207698","-12.021867438207698"
"500","-12.021402757379073","-12.021402757379073","-12.021402757379073","-12.030022778088533","-12.030022778088533","-12.030022778088533","-12.02838059920299","-12.02838059920299","-12.02838059920299","-12.024455275716662","-12.024455275716662","-12.024455275716662","-12.021601845946494","-12.021601845946494","-12.021601845946494"
"501","-12.021557421623905","-12.021557421623905","-12.021557421623905","-12.030840644353553","-12.030840644353553","-12.030840644353553","-12.026735643797283","-12.026735643797283","-12.026735643797283","-12.026492553421214","-12.026492553421214","-12.026492553421214","-12.025726330431201","-12.025726330431201","-12.025726330431201"
"502","-12.020004972626891","-12.020004972626891","-12.020004972626891","-12.032946248597737","-12.032946248597737","-12.032946248597737","-12.025543393968027","-12.025543393968027","-12.025543393968027","-12.027144782150849","-12.027144782150849","-12.027144782150849","-12.024610386619084","-12.024610386619084","-12.024610386619084"
"503","-12.02094321914866","-12.02094321914866","-12.02094321914866","-12.033871529977533","-12.033871529977533","-12.033871529977533","-12.026856205131434","-12.026856205131434","-12.026856205131434","-12.017019271850586","-12.017019271850586","-12.017019271850586","-12.027373845064186","-12.027373845064186","-12.027373845064186"
"504","-12.018664891206765","-12.018664891206765","-12.018664891206765","-12.033611345894728","-12.033611345894728","-12.033611345894728","-12.02585419522056","-12.02585419522056","-12.02585419522056","-12.018472599077828","-12.018472599077828","-12.018472599077828","-12.023304347750507","-12.023304347750507","-12.023304347750507"
"505","-12.02339699902112","-12.02339699902112","-12.02339699902112","-12.03226345400267","-12.03226345400267","-12.03226345400267","-12.031571931476835","-12.031571931476835","-12.031571931476835","-12.0241628477845","-12.0241628477845","-12.0241628477845","-12.023518031156517","-12.023518031156517","-12.023518031156517"
"506","-12.021977557411677","-12.021977557411677","-12.021977557411677","-12.03128753130949","-12.03128753130949","-12.03128753130949","-12.026502826545812","-12.026502826545812","-12.026502826545812","-12.021490048758592","-12.021490048758592","-12.021490048758592","-12.023730966109264","-12.023730966109264","-12.023730966109264"
"507","-12.02269992345496","-12.02269992345496","-12.02269992345496","-12.031542741799656","-12.031542741799656","-12.031542741799656","-12.027153654943538","-12.027153654943538","-12.027153654943538","-12.025252837169019","-12.025252837169019","-12.025252837169019","-12.026655849022202","-12.026655849022202","-12.026655849022202"
"508","-12.022672858419298","-12.022672858419298","-12.022672858419298","-12.02998694890662","-12.02998694890662","-12.02998694890662","-12.030802762961086","-12.030802762961086","-12.030802762961086","-12.021442980705936","-12.021442980705936","-12.021442980705936","-12.02408730229245","-12.02408730229245","-12.02408730229245"
"509","-12.02385015125516","-12.02385015125516","-12.02385015125516","-12.024970513355884","-12.024970513355884","-12.024970513355884","-12.03089161160626","-12.03089161160626","-12.03089161160626","-12.025952170166788","-12.025952170166788","-12.025952170166788","-12.025786363625828","-12.025786363625828","-12.025786363625828"
"510","-12.020584553102903","-12.020584553102903","-12.020584553102903","-12.021852964087378","-12.021852964087378","-12.021852964087378","-12.029813633689397","-12.029813633689397","-12.029813633689397","-12.02585300010971","-12.02585300010971","-12.02585300010971","-12.02285305457779","-12.02285305457779","-12.02285305457779"
"511","-12.021811593936969","-12.021811593936969","-12.021811593936969","-12.020534117010575","-12.020534117010575","-12.020534117010575","-12.032357590107978","-12.032357590107978","-12.032357590107978","-12.028245539604862","-12.028245539604862","-12.028245539604862","-12.030337961414192","-12.030337961414192","-12.030337961414192"
"512","-12.022026496597483","-12.022026496597483","-12.022026496597483","-12.02469152136694","-12.02469152136694","-12.02469152136694","-12.03423387793046","-12.03423387793046","-12.03423387793046","-12.026234385333483","-12.026234385333483","-12.026234385333483","-12.027527145192593","-12.027527145192593","-12.027527145192593"
"513","-12.022999558267713","-12.022999558267713","-12.022999558267713","-12.025174647946901","-12.025174647946901","-12.025174647946901","-12.036322014241279","-12.036322014241279","-12.036322014241279","-12.029028276853923","-12.029028276853923","-12.029028276853923","-12.031314185903042","-12.031314185903042","-12.031314185903042"
"514","-12.022183309627485","-12.022183309627485","-12.022183309627485","-12.023519153836407","-12.023519153836407","-12.023519153836407","-12.033506393432617","-12.033506393432617","-12.033506393432617","-12.027271801912331","-12.027271801912331","-12.027271801912331","-12.027891122842137","-12.027891122842137","-12.027891122842137"
"515","-12.020727350742002","-12.020727350742002","-12.020727350742002","-12.019655179373826","-12.019655179373826","-12.019655179373826","-12.035562141032159","-12.035562141032159","-12.035562141032159","-12.026905482328392","-12.026905482328392","-12.026905482328392","-12.03256265422966","-12.03256265422966","-12.03256265422966"
"516","-12.022436528266232","-12.022436528266232","-12.022436528266232","-12.027909701383567","-12.027909701383567","-12.027909701383567","-12.03859937643703","-12.03859937643703","-12.03859937643703","-12.020679848103583","-12.020679848103583","-12.020679848103583","-12.030360584017597","-12.030360584017597","-12.030360584017597"
"517","-12.020486469510235","-12.020486469510235","-12.020486469510235","-12.03059320811984","-12.03059320811984","-12.03059320811984","-12.038038072706778","-12.038038072706778","-12.038038072706778","-12.024022850809217","-12.024022850809217","-12.024022850809217","-12.033523547498486","-12.033523547498486","-12.033523547498486"
"518","-12.021031753926337","-12.021031753926337","-12.021031753926337","-12.028072574470617","-12.028072574470617","-12.028072574470617","-12.033565666102156","-12.033565666102156","-12.033565666102156","-12.027664051780217","-12.027664051780217","-12.027664051780217","-12.02795835084553","-12.02795835084553","-12.02795835084553"
"519","-12.020691606062877","-12.020691606062877","-12.020691606062877","-12.029856512818155","-12.029856512818155","-12.029856512818155","-12.029821528664119","-12.029821528664119","-12.029821528664119","-12.025181480600864","-12.025181480600864","-12.025181480600864","-12.028286982186232","-12.028286982186232","-12.028286982186232"
"520","-12.019822796688803","-12.019822796688803","-12.019822796688803","-12.028037674819366","-12.028037674819366","-12.028037674819366","-12.029662796213657","-12.029662796213657","-12.029662796213657","-12.027009251751478","-12.027009251751478","-12.027009251751478","-12.029042521609536","-12.029042521609536","-12.029042521609536"
"521","-12.021834494192388","-12.021834494192388","-12.021834494192388","-12.02761398991452","-12.02761398991452","-12.02761398991452","-12.029259053966667","-12.029259053966667","-12.029259053966667","-12.026744951175738","-12.026744951175738","-12.026744951175738","-12.031075236163561","-12.031075236163561","-12.031075236163561"
"522","-12.019280675091322","-12.019280675091322","-12.019280675091322","-12.027587299105488","-12.027587299105488","-12.027587299105488","-12.02037020574642","-12.02037020574642","-12.02037020574642","-12.02432621581645","-12.02432621581645","-12.02432621581645","-12.023032550570331","-12.023032550570331","-12.023032550570331"
"523","-12.022467794297617","-12.022467794297617","-12.022467794297617","-12.028350492066975","-12.028350492066975","-12.028350492066975","-12.019796987123128","-12.019796987123128","-12.019796987123128","-12.024451617953144","-12.024451617953144","-12.024451617953144","-12.00750773466086","-12.00750773466086","-12.00750773466086"
"524","-12.02150784263128","-12.02150784263128","-12.02150784263128","-12.024075858200653","-12.024075858200653","-12.024075858200653","-12.018897346303433","-12.018897346303433","-12.018897346303433","-12.029010519196715","-12.029010519196715","-12.029010519196715","-12.027017038079757","-12.027017038079757","-12.027017038079757"
"525","-12.02105220360092","-12.02105220360092","-12.02105220360092","-12.024820327758789","-12.024820327758789","-12.024820327758789","-12.020692113079603","-12.020692113079603","-12.020692113079603","-12.029249468936197","-12.029249468936197","-12.029249468936197","-12.021508530725407","-12.021508530725407","-12.021508530725407"
"526","-12.019265537020527","-12.019265537020527","-12.019265537020527","-12.022644610344608","-12.022644610344608","-12.022644610344608","-12.022430311275434","-12.022430311275434","-12.022430311275434","-12.030230365222014","-12.030230365222014","-12.030230365222014","-12.030251961720142","-12.030251961720142","-12.030251961720142"
"527","-12.021754325190678","-12.021754325190678","-12.021754325190678","-12.022368370732174","-12.022368370732174","-12.022368370732174","-12.02281278296362","-12.02281278296362","-12.02281278296362","-12.032598423052438","-12.032598423052438","-12.032598423052438","-12.02500594416751","-12.02500594416751","-12.02500594416751"
"528","-12.022888666466821","-12.022888666466821","-12.022888666466821","-12.022172674348083","-12.022172674348083","-12.022172674348083","-12.023724495610104","-12.023724495610104","-12.023724495610104","-12.029663943037201","-12.029663943037201","-12.029663943037201","-12.02531157867818","-12.02531157867818","-12.02531157867818"
"529","-12.023733332187314","-12.023733332187314","-12.023733332187314","-12.025800861889802","-12.025800861889802","-12.025800861889802","-12.022790039641947","-12.022790039641947","-12.022790039641947","-12.030569921565961","-12.030569921565961","-12.030569921565961","-12.024874300896366","-12.024874300896366","-12.024874300896366"
"530","-12.020973712583132","-12.020973712583132","-12.020973712583132","-12.027773567392856","-12.027773567392856","-12.027773567392856","-12.02362067789971","-12.02362067789971","-12.02362067789971","-12.031423194498956","-12.031423194498956","-12.031423194498956","-12.025585959229288","-12.025585959229288","-12.025585959229288"
"531","-12.024814762646638","-12.024814762646638","-12.024814762646638","-12.032251925408085","-12.032251925408085","-12.032251925408085","-12.02326323110846","-12.02326323110846","-12.02326323110846","-12.031465808047525","-12.031465808047525","-12.031465808047525","-12.024985880791386","-12.024985880791386","-12.024985880791386"
"532","-12.021135076691833","-12.021135076691833","-12.021135076691833","-12.03061505812633","-12.03061505812633","-12.03061505812633","-12.025894418547425","-12.025894418547425","-12.025894418547425","-12.030302675464485","-12.030302675464485","-12.030302675464485","-12.030450350121606","-12.030450350121606","-12.030450350121606"
"533","-12.023550613017022","-12.023550613017022","-12.023550613017022","-12.025026152405557","-12.025026152405557","-12.025026152405557","-12.027032465874393","-12.027032465874393","-12.027032465874393","-12.029227474067785","-12.029227474067785","-12.029227474067785","-12.022981655748584","-12.022981655748584","-12.022981655748584"
"534","-12.026832351201698","-12.026832351201698","-12.026832351201698","-12.02910621256768","-12.02910621256768","-12.02910621256768","-12.032131243355666","-12.032131243355666","-12.032131243355666","-12.02777807018425","-12.02777807018425","-12.02777807018425","-12.020062313804143","-12.020062313804143","-12.020062313804143"
"535","-12.023738776581197","-12.023738776581197","-12.023738776581197","-12.031001260008994","-12.031001260008994","-12.031001260008994","-12.03013373024856","-12.03013373024856","-12.03013373024856","-12.033464105823372","-12.033464105823372","-12.033464105823372","-12.021276353280756","-12.021276353280756","-12.021276353280756"
"536","-12.022696000111255","-12.022696000111255","-12.022696000111255","-12.028362274169922","-12.028362274169922","-12.028362274169922","-12.0301611453672","-12.0301611453672","-12.0301611453672","-12.029269146013863","-12.029269146013863","-12.029269146013863","-12.026404477372955","-12.026404477372955","-12.026404477372955"
"537","-12.022437228432185","-12.022437228432185","-12.022437228432185","-12.030330126798606","-12.030330126798606","-12.030330126798606","-12.032742814172673","-12.032742814172673","-12.032742814172673","-12.026979555057574","-12.026979555057574","-12.026979555057574","-12.02686035783985","-12.02686035783985","-12.02686035783985"
"538","-12.023504003693786","-12.023504003693786","-12.023504003693786","-12.02739402915858","-12.02739402915858","-12.02739402915858","-12.036810561071468","-12.036810561071468","-12.036810561071468","-12.03161699560624","-12.03161699560624","-12.03161699560624","-12.027662108216104","-12.027662108216104","-12.027662108216104"
"539","-12.0206846768343","-12.0206846768343","-12.0206846768343","-12.029888201363478","-12.029888201363478","-12.029888201363478","-12.03605680827853","-12.03605680827853","-12.03605680827853","-12.027485702611223","-12.027485702611223","-12.027485702611223","-12.022145054008387","-12.022145054008387","-12.022145054008387"
"540","-12.022686632373665","-12.022686632373665","-12.022686632373665","-12.034246613707724","-12.034246613707724","-12.034246613707724","-12.036152598224108","-12.036152598224108","-12.036152598224108","-12.005915026121501","-12.005915026121501","-12.005915026121501","-12.020719962784007","-12.020719962784007","-12.020719962784007"
"541","-12.021620291697827","-12.021620291697827","-12.021620291697827","-12.036014786249474","-12.036014786249474","-12.036014786249474","-12.03484321545951","-12.03484321545951","-12.03484321545951","-12.028497297552567","-12.028497297552567","-12.028497297552567","-12.023250833342347","-12.023250833342347","-12.023250833342347"
"542","-12.020160940629017","-12.020160940629017","-12.020160940629017","-12.0362673650814","-12.0362673650814","-12.0362673650814","-12.030808026277565","-12.030808026277565","-12.030808026277565","-12.031851780565479","-12.031851780565479","-12.031851780565479","-12.01996315581889","-12.01996315581889","-12.01996315581889"
"543","-12.019816712488103","-12.019816712488103","-12.019816712488103","-12.029496205003955","-12.029496205003955","-12.029496205003955","-12.028649595719349","-12.028649595719349","-12.028649595719349","-12.033764416658425","-12.033764416658425","-12.033764416658425","-12.027988011323952","-12.027988011323952","-12.027988011323952"
"544","-12.02225989329664","-12.02225989329664","-12.02225989329664","-12.03008496006833","-12.03008496006833","-12.03008496006833","-12.031541739838033","-12.031541739838033","-12.031541739838033","-12.030052752434452","-12.030052752434452","-12.030052752434452","-12.029084386704843","-12.029084386704843","-12.029084386704843"
"545","-12.019158073618442","-12.019158073618442","-12.019158073618442","-12.032807362230518","-12.032807362230518","-12.032807362230518","-12.032647700249393","-12.032647700249393","-12.032647700249393","-12.029020514669298","-12.029020514669298","-12.029020514669298","-12.024885841562778","-12.024885841562778","-12.024885841562778"
"546","-12.024933706356","-12.024933706356","-12.024933706356","-12.035868246344071","-12.035868246344071","-12.035868246344071","-12.03362251233451","-12.03362251233451","-12.03362251233451","-12.0303582420832","-12.0303582420832","-12.0303582420832","-12.02378490303136","-12.02378490303136","-12.02378490303136"
"547","-12.020663816717606","-12.020663816717606","-12.020663816717606","-12.034837264048901","-12.034837264048901","-12.034837264048901","-12.032471463650088","-12.032471463650088","-12.032471463650088","-12.03030265132083","-12.03030265132083","-12.03030265132083","-12.025875586497632","-12.025875586497632","-12.025875586497632"
"548","-12.023524549942982","-12.023524549942982","-12.023524549942982","-12.037286782566506","-12.037286782566506","-12.037286782566506","-12.033299603039705","-12.033299603039705","-12.033299603039705","-12.031331726267368","-12.031331726267368","-12.031331726267368","-12.023264015777201","-12.023264015777201","-12.023264015777201"
"549","-12.02231762077235","-12.02231762077235","-12.02231762077235","-12.03737223902835","-12.03737223902835","-12.03737223902835","-12.038270672665366","-12.038270672665366","-12.038270672665366","-12.025911995127231","-12.025911995127231","-12.025911995127231","-12.025681049008913","-12.025681049008913","-12.025681049008913"
"550","-12.02227655241761","-12.02227655241761","-12.02227655241761","-12.037357366537746","-12.037357366537746","-12.037357366537746","-12.034169028076944","-12.034169028076944","-12.034169028076944","-12.026993280724634","-12.026993280724634","-12.026993280724634","-12.02253822133511","-12.02253822133511","-12.02253822133511"
"551","-12.022507100165646","-12.022507100165646","-12.022507100165646","-12.036482207382782","-12.036482207382782","-12.036482207382782","-12.031468439705764","-12.031468439705764","-12.031468439705764","-12.025082395046573","-12.025082395046573","-12.025082395046573","-12.024436878252633","-12.024436878252633","-12.024436878252633"
"552","-12.020379730417758","-12.020379730417758","-12.020379730417758","-12.036582608766194","-12.036582608766194","-12.036582608766194","-12.031575963466983","-12.031575963466983","-12.031575963466983","-12.028595948521096","-12.028595948521096","-12.028595948521096","-12.026379150680349","-12.026379150680349","-12.026379150680349"
"553","-12.021935112868682","-12.021935112868682","-12.021935112868682","-12.034835453274884","-12.034835453274884","-12.034835453274884","-12.031777719908122","-12.031777719908122","-12.031777719908122","-12.024457098562506","-12.024457098562506","-12.024457098562506","-12.02579658846312","-12.02579658846312","-12.02579658846312"
"554","-12.02030003221729","-12.02030003221729","-12.02030003221729","-12.034063761747337","-12.034063761747337","-12.034063761747337","-12.030374382115617","-12.030374382115617","-12.030374382115617","-12.023089336443551","-12.023089336443551","-12.023089336443551","-12.022617702242695","-12.022617702242695","-12.022617702242695"
"555","-12.022733458989784","-12.022733458989784","-12.022733458989784","-12.034075954292394","-12.034075954292394","-12.034075954292394","-12.03316683708867","-12.03316683708867","-12.03316683708867","-12.025784057906911","-12.025784057906911","-12.025784057906911","-12.025771660140798","-12.025771660140798","-12.025771660140798"
"556","-12.022565262227118","-12.022565262227118","-12.022565262227118","-12.033814128441147","-12.033814128441147","-12.033814128441147","-12.032989767533314","-12.032989767533314","-12.032989767533314","-12.026927947998047","-12.026927947998047","-12.026927947998047","-12.027199020868615","-12.027199020868615","-12.027199020868615"
"557","-12.022218680079979","-12.022218680079979","-12.022218680079979","-12.030585699443575","-12.030585699443575","-12.030585699443575","-12.031498100184187","-12.031498100184187","-12.031498100184187","-12.027864504464064","-12.027864504464064","-12.027864504464064","-12.024490115008776","-12.024490115008776","-12.024490115008776"
"558","-12.0249362293678","-12.0249362293678","-12.0249362293678","-12.030118145520174","-12.030118145520174","-12.030118145520174","-12.032580810257151","-12.032580810257151","-12.032580810257151","-12.029239594181881","-12.029239594181881","-12.029239594181881","-12.022872369500655","-12.022872369500655","-12.022872369500655"
"559","-12.022011937974375","-12.022011937974375","-12.022011937974375","-12.03322828268703","-12.03322828268703","-12.03322828268703","-12.035035845599596","-12.035035845599596","-12.035035845599596","-12.026388301125056","-12.026388301125056","-12.026388301125056","-12.02767182603667","-12.02767182603667","-12.02767182603667"
"560","-12.020975511285323","-12.020975511285323","-12.020975511285323","-12.031249722347983","-12.031249722347983","-12.031249722347983","-12.031076890003833","-12.031076890003833","-12.031076890003833","-12.023279878157604","-12.023279878157604","-12.023279878157604","-12.024376519118682","-12.024376519118682","-12.024376519118682"
"561","-12.024279196051102","-12.024279196051102","-12.024279196051102","-12.035210887088052","-12.035210887088052","-12.035210887088052","-12.034685726407208","-12.034685726407208","-12.034685726407208","-12.02138584474974","-12.02138584474974","-12.02138584474974","-12.020965902111199","-12.020965902111199","-12.020965902111199"
"562","-12.021383237235154","-12.021383237235154","-12.021383237235154","-12.034183284904383","-12.034183284904383","-12.034183284904383","-12.038505880138542","-12.038505880138542","-12.038505880138542","-12.02096480357496","-12.02096480357496","-12.02096480357496","-12.019540967820566","-12.019540967820566","-12.019540967820566"
"563","-12.02349424965774","-12.02349424965774","-12.02349424965774","-12.038674921929081","-12.038674921929081","-12.038674921929081","-12.035250374033481","-12.035250374033481","-12.035250374033481","-12.02363813376125","-12.02363813376125","-12.02363813376125","-12.024407241917864","-12.024407241917864","-12.024407241917864"
"564","-12.023213410679299","-12.023213410679299","-12.023213410679299","-12.038597807099547","-12.038597807099547","-12.038597807099547","-12.036831083177011","-12.036831083177011","-12.036831083177011","-12.020727302454695","-12.020727302454695","-12.020727302454695","-12.023466689677178","-12.023466689677178","-12.023466689677178"
"565","-12.025001634525347","-12.025001634525347","-12.025001634525347","-12.037146073353442","-12.037146073353442","-12.037146073353442","-12.034640034542807","-12.034640034542807","-12.034640034542807","-12.02178082285048","-12.02178082285048","-12.02178082285048","-12.016109225116198","-12.016109225116198","-12.016109225116198"
"566","-12.022152779977533","-12.022152779977533","-12.022152779977533","-12.035825246497046","-12.035825246497046","-12.035825246497046","-12.036809703971766","-12.036809703971766","-12.036809703971766","-12.020101124727272","-12.020101124727272","-12.020101124727272","-12.021744740160205","-12.021744740160205","-12.021744740160205"
"567","-12.021102506903153","-12.021102506903153","-12.021102506903153","-12.03530020653447","-12.03530020653447","-12.03530020653447","-12.032034668741346","-12.032034668741346","-12.032034668741346","-12.025288376627088","-12.025288376627088","-12.025288376627088","-12.018658299989339","-12.018658299989339","-12.018658299989339"
"568","-12.021470094028908","-12.021470094028908","-12.021470094028908","-12.037072302419928","-12.037072302419928","-12.037072302419928","-12.026601380939725","-12.026601380939725","-12.026601380939725","-12.02511440953122","-12.02511440953122","-12.02511440953122","-12.018910009649735","-12.018910009649735","-12.018910009649735"
"569","-12.022813302052173","-12.022813302052173","-12.022813302052173","-12.036299850367293","-12.036299850367293","-12.036299850367293","-12.03091308738612","-12.03091308738612","-12.03091308738612","-12.031855546975438","-12.031855546975438","-12.031855546975438","-12.01918470406834","-12.01918470406834","-12.01918470406834"
"570","-12.025290259832069","-12.025290259832069","-12.025290259832069","-12.039177266857292","-12.039177266857292","-12.039177266857292","-12.033537695679483","-12.033537695679483","-12.033537695679483","-12.029604259925552","-12.029604259925552","-12.029604259925552","-12.017969131469727","-12.017969131469727","-12.017969131469727"
"571","-12.021967030778717","-12.021967030778717","-12.021967030778717","-12.038152248044558","-12.038152248044558","-12.038152248044558","-12.034016681622855","-12.034016681622855","-12.034016681622855","-12.029919527753998","-12.029919527753998","-12.029919527753998","-12.022138245498077","-12.022138245498077","-12.022138245498077"
"572","-12.02236354200146","-12.02236354200146","-12.02236354200146","-12.033840493310857","-12.033840493310857","-12.033840493310857","-12.032016210918185","-12.032016210918185","-12.032016210918185","-12.022734557526022","-12.022734557526022","-12.022734557526022","-12.026974762542338","-12.026974762542338","-12.026974762542338"
"573","-12.02507623841491","-12.02507623841491","-12.02507623841491","-12.037062174157251","-12.037062174157251","-12.037062174157251","-12.030636425259747","-12.030636425259747","-12.030636425259747","-12.027426297151589","-12.027426297151589","-12.027426297151589","-12.029208798951741","-12.029208798951741","-12.029208798951741"
"574","-12.024409209625631","-12.024409209625631","-12.024409209625631","-12.033758779115315","-12.033758779115315","-12.033758779115315","-12.031622621077526","-12.031622621077526","-12.031622621077526","-12.027999515774884","-12.027999515774884","-12.027999515774884","-12.026042407072044","-12.026042407072044","-12.026042407072044"
"575","-12.02360650557506","-12.02360650557506","-12.02360650557506","-12.031329191183742","-12.031329191183742","-12.031329191183742","-12.029092305823218","-12.029092305823218","-12.029092305823218","-12.02883499483519","-12.02883499483519","-12.02883499483519","-12.025989532470703","-12.025989532470703","-12.025989532470703"
"576","-12.022269164459615","-12.022269164459615","-12.022269164459615","-12.036133162582978","-12.036133162582978","-12.036133162582978","-12.0288210760189","-12.0288210760189","-12.0288210760189","-12.02411836310278","-12.02411836310278","-12.02411836310278","-12.026526583900935","-12.026526583900935","-12.026526583900935"
"577","-12.02514449252358","-12.02514449252358","-12.02514449252358","-12.035914058926739","-12.035914058926739","-12.035914058926739","-12.029777514783643","-12.029777514783643","-12.029777514783643","-12.027353733400755","-12.027353733400755","-12.027353733400755","-12.027277837825727","-12.027277837825727","-12.027277837825727"
"578","-12.022646469405935","-12.022646469405935","-12.022646469405935","-12.036684881282758","-12.036684881282758","-12.036684881282758","-12.029295921325684","-12.029295921325684","-12.029295921325684","-12.026836829849437","-12.026836829849437","-12.026836829849437","-12.02957038637958","-12.02957038637958","-12.02957038637958"
"579","-12.021449861647207","-12.021449861647207","-12.021449861647207","-12.036433883860141","-12.036433883860141","-12.036433883860141","-12.027366589896287","-12.027366589896287","-12.027366589896287","-12.026193401481532","-12.026193401481532","-12.026193401481532","-12.02639362480067","-12.02639362480067","-12.02639362480067"
"580","-12.021914711481408","-12.021914711481408","-12.021914711481408","-12.03479519373254","-12.03479519373254","-12.03479519373254","-12.028851979895483","-12.028851979895483","-12.028851979895483","-12.021944202954256","-12.021944202954256","-12.021944202954256","-12.031008575536028","-12.031008575536028","-12.031008575536028"
"581","-12.022761924357354","-12.022761924357354","-12.022761924357354","-12.034724054457266","-12.034724054457266","-12.034724054457266","-12.03281860110126","-12.03281860110126","-12.03281860110126","-12.027699072149735","-12.027699072149735","-12.027699072149735","-12.031986176213131","-12.031986176213131","-12.031986176213131"
"582","-12.02208983747265","-12.02208983747265","-12.02208983747265","-12.034936941122707","-12.034936941122707","-12.034936941122707","-12.030450663989104","-12.030450663989104","-12.030450663989104","-12.028828065606612","-12.028828065606612","-12.028828065606612","-12.030718006665193","-12.030718006665193","-12.030718006665193"
"583","-12.022001435485068","-12.022001435485068","-12.022001435485068","-12.034931593303439","-12.034931593303439","-12.034931593303439","-12.027910993069034","-12.027910993069034","-12.027910993069034","-12.03059911124314","-12.03059911124314","-12.03059911124314","-12.036268318755717","-12.036268318755717","-12.036268318755717"
"584","-12.024014702326134","-12.024014702326134","-12.024014702326134","-12.037327826777592","-12.037327826777592","-12.037327826777592","-12.03299125236801","-12.03299125236801","-12.03299125236801","-12.030425783954088","-12.030425783954088","-12.030425783954088","-12.027391856229759","-12.027391856229759","-12.027391856229759"
"585","-12.02570757081237","-12.02570757081237","-12.02570757081237","-12.037166003939472","-12.037166003939472","-12.037166003939472","-12.032520221758492","-12.032520221758492","-12.032520221758492","-12.031420574912541","-12.031420574912541","-12.031420574912541","-12.031894406185874","-12.031894406185874","-12.031894406185874"
"586","-12.023436111739919","-12.023436111739919","-12.023436111739919","-12.035664292830456","-12.035664292830456","-12.035664292830456","-12.030639153492602","-12.030639153492602","-12.030639153492602","-12.028713721263257","-12.028713721263257","-12.028713721263257","-12.031944987140124","-12.031944987140124","-12.031944987140124"
"587","-12.026989598817464","-12.026989598817464","-12.026989598817464","-12.034965418562104","-12.034965418562104","-12.034965418562104","-12.032424757752237","-12.032424757752237","-12.032424757752237","-12.033599865587451","-12.033599865587451","-12.033599865587451","-12.026127115080628","-12.026127115080628","-12.026127115080628"
"588","-12.026274089571796","-12.026274089571796","-12.026274089571796","-12.03509096556072","-12.03509096556072","-12.03509096556072","-12.035015975372701","-12.035015975372701","-12.035015975372701","-12.031387582609925","-12.031387582609925","-12.031387582609925","-12.031023544601247","-12.031023544601247","-12.031023544601247"
"589","-12.02586100373087","-12.02586100373087","-12.02586100373087","-12.030830660952798","-12.030830660952798","-12.030830660952798","-12.033703562579577","-12.033703562579577","-12.033703562579577","-12.030011853085288","-12.030011853085288","-12.030011853085288","-12.030218281323396","-12.030218281323396","-12.030218281323396"
