"Step","lr_test: 1e-05 - train_loss","lr_test: 1e-05 - train_loss__MIN","lr_test: 1e-05 - train_loss__MAX","lr_test: 5e-05 - train_loss","lr_test: 5e-05 - train_loss__MIN","lr_test: 5e-05 - train_loss__MAX","lr_test: 0.0001 - train_loss","lr_test: 0.0001 - train_loss__MIN","lr_test: 0.0001 - train_loss__MAX","lr_test: 0.0005 - train_loss","lr_test: 0.0005 - train_loss__MIN","lr_test: 0.0005 - train_loss__MAX","lr_test: 0.001 - train_loss","lr_test: 0.001 - train_loss__MIN","lr_test: 0.001 - train_loss__MAX"
"590","-12.024855432631094","-12.024855432631094","-12.024855432631094","-12.0333833694458","-12.0333833694458","-12.0333833694458","-12.033709091476247","-12.033709091476247","-12.033709091476247","-12.029578595221798","-12.029578595221798","-12.029578595221798","-12.034553672693953","-12.034553672693953","-12.034553672693953"
"591","-12.023864915099326","-12.023864915099326","-12.023864915099326","-12.036675223821327","-12.036675223821327","-12.036675223821327","-12.031143598918673","-12.031143598918673","-12.031143598918673","-11.992934673647337","-11.992934673647337","-11.992934673647337","-12.03170499922354","-12.03170499922354","-12.03170499922354"
"592","-12.025360421289372","-12.025360421289372","-12.025360421289372","-12.037232398986816","-12.037232398986816","-12.037232398986816","-12.03569676604452","-12.03569676604452","-12.03569676604452","-12.031216754189021","-12.031216754189021","-12.031216754189021","-12.031364102906819","-12.031364102906819","-12.031364102906819"
"593","-12.02439766895922","-12.02439766895922","-12.02439766895922","-12.037117692488659","-12.037117692488659","-12.037117692488659","-12.036190829699553","-12.036190829699553","-12.036190829699553","-12.03441465353664","-12.03441465353664","-12.03441465353664","-12.030245575723768","-12.030245575723768","-12.030245575723768"
"594","-12.024811865408209","-12.024811865408209","-12.024811865408209","-12.036139560651176","-12.036139560651176","-12.036139560651176","-12.032666158072557","-12.032666158072557","-12.032666158072557","-12.03241124937806","-12.03241124937806","-12.03241124937806","-12.029054533077192","-12.029054533077192","-12.029054533077192"
"595","-12.024780756310571","-12.024780756310571","-12.024780756310571","-12.035760444930837","-12.035760444930837","-12.035760444930837","-12.031819403926029","-12.031819403926029","-12.031819403926029","-12.033893452414983","-12.033893452414983","-12.033893452414983","-12.030421063869815","-12.030421063869815","-12.030421063869815"
"596","-12.025979452495333","-12.025979452495333","-12.025979452495333","-12.033175661594052","-12.033175661594052","-12.033175661594052","-12.037923462783233","-12.037923462783233","-12.037923462783233","-12.036156787148006","-12.036156787148006","-12.036156787148006","-12.032957246031943","-12.032957246031943","-12.032957246031943"
"597","-12.022754669189453","-12.022754669189453","-12.022754669189453","-12.029686034480228","-12.029686034480228","-12.029686034480228","-12.034897092022474","-12.034897092022474","-12.034897092022474","-12.03521890278104","-12.03521890278104","-12.03521890278104","-12.031547606745853","-12.031547606745853","-12.031547606745853"
"598","-12.023406740985338","-12.023406740985338","-12.023406740985338","-12.033005098753337","-12.033005098753337","-12.033005098753337","-12.03355763833734","-12.03355763833734","-12.03355763833734","-12.033730905267257","-12.033730905267257","-12.033730905267257","-12.030740737915039","-12.030740737915039","-12.030740737915039"
"599","-12.025270763831802","-12.025270763831802","-12.025270763831802","-12.033511741251885","-12.033511741251885","-12.033511741251885","-12.034278616120544","-12.034278616120544","-12.034278616120544","-12.034758809246595","-12.034758809246595","-12.034758809246595","-12.033938021599491","-12.033938021599491","-12.033938021599491"
"600","-12.024105627325516","-12.024105627325516","-12.024105627325516","-12.031984594803822","-12.031984594803822","-12.031984594803822","-12.036653748041466","-12.036653748041466","-12.036653748041466","-12.038098323194287","-12.038098323194287","-12.038098323194287","-12.031813778454744","-12.031813778454744","-12.031813778454744"
"601","-12.023397264601309","-12.023397264601309","-12.023397264601309","-12.033176868776732","-12.033176868776732","-12.033176868776732","-12.037843474858924","-12.037843474858924","-12.037843474858924","-12.036698703524433","-12.036698703524433","-12.036698703524433","-12.03183981738513","-12.03183981738513","-12.03183981738513"
"602","-12.023256241520748","-12.023256241520748","-12.023256241520748","-12.036981896509099","-12.036981896509099","-12.036981896509099","-12.034099506426461","-12.034099506426461","-12.034099506426461","-12.035254333592668","-12.035254333592668","-12.035254333592668","-12.032793938359127","-12.032793938359127","-12.032793938359127"
"603","-12.023547691634938","-12.023547691634938","-12.023547691634938","-12.035511306569546","-12.035511306569546","-12.035511306569546","-12.039651725865617","-12.039651725865617","-12.039651725865617","-12.03320116936406","-12.03320116936406","-12.03320116936406","-12.03177762333351","-12.03177762333351","-12.03177762333351"
"604","-12.02432591402078","-12.02432591402078","-12.02432591402078","-12.03340352939654","-12.03340352939654","-12.03340352939654","-12.03914741322964","-12.03914741322964","-12.03914741322964","-12.0353639819954","-12.0353639819954","-12.0353639819954","-12.034105421621588","-12.034105421621588","-12.034105421621588"
"605","-12.022501691987243","-12.022501691987243","-12.022501691987243","-12.03210486641413","-12.03210486641413","-12.03210486641413","-12.038892214811302","-12.038892214811302","-12.038892214811302","-12.03397954868365","-12.03397954868365","-12.03397954868365","-12.036023055450826","-12.036023055450826","-12.036023055450826"
"606","-12.02633845655224","-12.02633845655224","-12.02633845655224","-12.03421476822865","-12.03421476822865","-12.03421476822865","-12.035823701303217","-12.035823701303217","-12.035823701303217","-12.033865602710579","-12.033865602710579","-12.033865602710579","-12.0363462665413","-12.0363462665413","-12.0363462665413"
"607","-12.025488491299786","-12.025488491299786","-12.025488491299786","-12.032119268103491","-12.032119268103491","-12.032119268103491","-12.035784310932401","-12.035784310932401","-12.035784310932401","-12.030301625215554","-12.030301625215554","-12.030301625215554","-12.03549737568143","-12.03549737568143","-12.03549737568143"
"608","-12.021282401265978","-12.021282401265978","-12.021282401265978","-12.035068149808087","-12.035068149808087","-12.035068149808087","-12.039655238767214","-12.039655238767214","-12.039655238767214","-12.029689499094516","-12.029689499094516","-12.029689499094516","-12.037888720065732","-12.037888720065732","-12.037888720065732"
"609","-12.022881857956513","-12.022881857956513","-12.022881857956513","-12.03339213359205","-12.03339213359205","-12.03339213359205","-12.038288454466228","-12.038288454466228","-12.038288454466228","-12.028966831255563","-12.028966831255563","-12.028966831255563","-12.030883644200578","-12.030883644200578","-12.030883644200578"
"610","-12.020134177389025","-12.020134177389025","-12.020134177389025","-12.03172489359409","-12.03172489359409","-12.03172489359409","-12.039405907256693","-12.039405907256693","-12.039405907256693","-12.02792567241041","-12.02792567241041","-12.02792567241041","-12.036064316954795","-12.036064316954795","-12.036064316954795"
"611","-12.023240041129197","-12.023240041129197","-12.023240041129197","-12.032393817660175","-12.032393817660175","-12.032393817660175","-12.040250065960462","-12.040250065960462","-12.040250065960462","-12.020104432407814","-12.020104432407814","-12.020104432407814","-12.039603692066821","-12.039603692066821","-12.039603692066821"
"612","-12.021006608311135","-12.021006608311135","-12.021006608311135","-12.035987117622472","-12.035987117622472","-12.035987117622472","-12.039612142345574","-12.039612142345574","-12.039612142345574","-12.030033534086204","-12.030033534086204","-12.030033534086204","-12.036229568191722","-12.036229568191722","-12.036229568191722"
"613","-12.022693525386762","-12.022693525386762","-12.022693525386762","-12.033412897134129","-12.033412897134129","-12.033412897134129","-12.036501377443724","-12.036501377443724","-12.036501377443724","-12.030998930146422","-12.030998930146422","-12.030998930146422","-12.032590938519828","-12.032590938519828","-12.032590938519828"
"614","-12.02338112456889","-12.02338112456889","-12.02338112456889","-12.032088328011428","-12.032088328011428","-12.032088328011428","-12.035763414600227","-12.035763414600227","-12.035763414600227","-12.031284923794903","-12.031284923794903","-12.031284923794903","-12.033188819885254","-12.033188819885254","-12.033188819885254"
"615","-12.022531907769698","-12.022531907769698","-12.022531907769698","-12.029952628703057","-12.029952628703057","-12.029952628703057","-12.038619850255266","-12.038619850255266","-12.038619850255266","-12.03631376918358","-12.03631376918358","-12.03631376918358","-12.031600372700751","-12.031600372700751","-12.031600372700751"
"616","-12.023498414437983","-12.023498414437983","-12.023498414437983","-12.02913242050364","-12.02913242050364","-12.02913242050364","-12.035558048682876","-12.035558048682876","-12.035558048682876","-12.035884917536869","-12.035884917536869","-12.035884917536869","-12.037565183035936","-12.037565183035936","-12.037565183035936"
"617","-12.024257961707779","-12.024257961707779","-12.024257961707779","-12.027462005615234","-12.027462005615234","-12.027462005615234","-12.03468981875649","-12.03468981875649","-12.03468981875649","-12.035285249541078","-12.035285249541078","-12.035285249541078","-12.040101654921905","-12.040101654921905","-12.040101654921905"
"618","-12.024214660065084","-12.024214660065084","-12.024214660065084","-12.029787727549106","-12.029787727549106","-12.029787727549106","-12.033223647105542","-12.033223647105542","-12.033223647105542","-12.032589574403401","-12.032589574403401","-12.032589574403401","-12.035188421418395","-12.035188421418395","-12.035188421418395"
"619","-12.022730827331543","-12.022730827331543","-12.022730827331543","-12.02929108052314","-12.02929108052314","-12.02929108052314","-12.034355211861525","-12.034355211861525","-12.034355211861525","-12.033526299874994","-12.033526299874994","-12.033526299874994","-12.033325062522405","-12.033325062522405","-12.033325062522405"
"620","-12.025936464720134","-12.025936464720134","-12.025936464720134","-12.025039214122144","-12.025039214122144","-12.025039214122144","-12.03507471688186","-12.03507471688186","-12.03507471688186","-12.035437909862663","-12.035437909862663","-12.035437909862663","-12.038678627979907","-12.038678627979907","-12.038678627979907"
"621","-12.021750860576388","-12.021750860576388","-12.021750860576388","-12.02977221525168","-12.02977221525168","-12.02977221525168","-12.035209824767295","-12.035209824767295","-12.035209824767295","-12.03322023077856","-12.03322023077856","-12.03322023077856","-12.03923052775709","-12.03923052775709","-12.03923052775709"
"622","-12.022030564803112","-12.022030564803112","-12.022030564803112","-12.030852776539477","-12.030852776539477","-12.030852776539477","-12.030684169334702","-12.030684169334702","-12.030684169334702","-12.033253838744345","-12.033253838744345","-12.033253838744345","-12.034890186937549","-12.034890186937549","-12.034890186937549"
"623","-12.022546200812618","-12.022546200812618","-12.022546200812618","-12.034364326090753","-12.034364326090753","-12.034364326090753","-12.034393576127064","-12.034393576127064","-12.034393576127064","-12.038253856610648","-12.038253856610648","-12.038253856610648","-12.03607264651528","-12.03607264651528","-12.03607264651528"
"624","-12.024410102940813","-12.024410102940813","-12.024410102940813","-12.032131182996533","-12.032131182996533","-12.032131182996533","-12.03662688822686","-12.03662688822686","-12.03662688822686","-12.035147256489042","-12.035147256489042","-12.035147256489042","-12.03939565827575","-12.03939565827575","-12.03939565827575"
"625","-12.022171503380884","-12.022171503380884","-12.022171503380884","-12.037263194216958","-12.037263194216958","-12.037263194216958","-12.037612902967236","-12.037612902967236","-12.037612902967236","-12.035152616380136","-12.035152616380136","-12.035152616380136","-12.040955809098255","-12.040955809098255","-12.040955809098255"
"626","-12.025091364413877","-12.025091364413877","-12.025091364413877","-12.03423323812364","-12.03423323812364","-12.03423323812364","-12.03668438633786","-12.03668438633786","-12.03668438633786","-12.036372486549087","-12.036372486549087","-12.036372486549087","-12.03656882274","-12.03656882274","-12.03656882274"
"627","-12.0229610249966","-12.0229610249966","-12.0229610249966","-12.034172553050366","-12.034172553050366","-12.034172553050366","-12.037732643417165","-12.037732643417165","-12.037732643417165","-12.03285447857048","-12.03285447857048","-12.03285447857048","-12.033098848560188","-12.033098848560188","-12.033098848560188"
