gnd1_x,gnd1_y,gnd1_z,gnd2_x,gnd2_y,gnd2_z,result_x,result_y,result_z
43.846222,88.87797,0.0,-77.78018,94.71736,0.0,-16.599999999999994,92.60000000000002,70
67.87835,-44.17561,0.0,-53.361816,-78.9341,0.0,-16.799999999999997,-60.9,70
-91.333664,-6.537368,0.0,93.0286,-51.703808,0.0,-83.1,-3.3999999999999915,70
1.9919521,24.215979,0.0,38.340115,-81.052345,0.0,14.300000000000011,13.400000000000006,70
-50.03268,-52.13798,0.0,-45.06906,11.540445,0.0,-43.699999999999996,-19.39999999999999,70
5.877153,-42.607067,0.0,-4.6305046,-76.32886,0.0,27.30000000000001,-49.599999999999994,70
-16.733978,-76.51774,0.0,-19.754665,22.290375,0.0,-67.69999999999999,-79.5,70
-24.118032,0.61843187,0.0,-38.609898,24.827147,0.0,-32.2,14.400000000000006,70
81.77082,18.366388,0.0,-2.3665993,11.786465,0.0,49.0,30.80000000000001,70
-51.93599,-63.504463,0.0,62.187336,-94.541985,0.0,-8.799999999999997,-92.3,70
86.235085,26.835932,0.0,-33.33438,18.531181,0.0,27.0,28.30000000000001,70
27.42645,-46.706253,0.0,93.33152,87.60173,0.0,7.300000000000011,85.30000000000001,70
-90.79923,-0.5389929,0.0,-98.20508,27.165236,0.0,-94.7,13.300000000000011,70
-54.128254,26.450117,0.0,21.869495,-8.774717,0.0,19.30000000000001,9.800000000000011,70
-75.22412,-1.2293503,0.0,98.6033,76.73143,0.0,98.9,66.30000000000001,70
-25.572502,-78.74264,0.0,-47.531612,89.38008,0.0,-25.700000000000003,-79.0,70
12.121051,17.5868,0.0,-46.372494,63.439175,0.0,-32.5,29.200000000000017,70
55.318035,-77.631256,0.0,97.17844,-42.22742,0.0,97.30000000000001,-90.2,70
-31.161373,-94.34606,0.0,-13.304107,87.326035,0.0,-66.69999999999999,79.4,70
53.503384,43.971207,0.0,-82.7372,19.824903,0.0,-82.8,91.20000000000002,70
86.21156,9.220147,0.0,-72.55594,-83.581055,0.0,1.5,-74.5,70
97.24495,44.77584,0.0,68.25151,1.3124803,0.0,97.30000000000001,41.099999999999994,70
-99.18008,-56.735687,0.0,-65.55946,-89.30704,0.0,-82.7,-84.1,70
-53.18483,-45.89648,0.0,-5.1470304,-95.54775,0.0,-18.19999999999999,-81.9,70
