gnd1_x,gnd1_y,gnd1_z,gnd2_x,gnd2_y,gnd2_z,gnd3_x,gnd3_y,gnd3_z,gnd4_x,gnd4_y,gnd4_z,result_x,result_y,result_z
-56.41102,1.0142207,0.0,-71.756935,-23.369848,0.0,-44.96742,49.209785,0.0,39.933956,-81.01389,0.0,-50.4,-61.099999999999994,50
-3.9258838,98.15405,0.0,26.135159,71.15775,0.0,-2.3024023,17.195488,0.0,-93.239,-42.79387,0.0,-16.599999999999994,83.9,50
-69.28816,76.57835,0.0,60.152306,-28.532707,0.0,84.369675,6.8720937,0.0,-82.33475,68.99147,0.0,38.70000000000002,52.400000000000006,50
-79.05552,14.204764,0.0,-35.581596,0.36783218,0.0,69.9216,-54.620415,0.0,-27.684004,11.439621,0.0,-44.5,45.30000000000001,50
-65.781715,-40.912056,0.0,-65.00467,-56.080933,0.0,-29.696882,-88.83998,0.0,79.22346,60.82196,0.0,-64.3,-51.5,50
44.501816,-30.576347,0.0,-19.447952,-34.620346,0.0,7.1589828,-78.38819,0.0,29.283833,11.537016,0.0,43.599999999999994,-33.099999999999994,50
85.83026,-12.86571,0.0,36.327408,98.491684,0.0,-18.050957,-77.39086,0.0,97.39389,10.178566,0.0,82.30000000000001,11.900000000000006,50
-12.990915,10.924685,0.0,-44.257725,88.600204,0.0,-5.5046024,67.07043,0.0,-14.881587,-63.095947,0.0,10.5,57.900000000000006,50
2.6350617,50.852478,0.0,15.113306,19.83154,0.0,-33.191795,33.3184,0.0,-33.179264,-61.638187,0.0,-38.9,15.700000000000003,50
96.9656,-93.11724,0.0,-92.40786,70.956406,0.0,11.342955,76.54835,0.0,38.928616,-5.882871,0.0,71.9,64.5,50
-67.55877,8.131719,0.0,-39.419376,84.40952,0.0,-93.08051,29.049408,0.0,-16.958183,-71.313156,0.0,-54.4,-1.5,50
-57.718624,56.602573,0.0,-33.488018,6.3459992,0.0,66.71479,93.744644,0.0,92.280914,-82.60863,0.0,-37.9,41.099999999999994,50
65.96377,44.23095,0.0,76.78015,16.458273,0.0,-27.063942,-71.1291,0.0,68.56568,73.798096,0.0,70.5,25.200000000000003,50
-38.75215,67.568275,0.0,-85.52855,76.22104,0.0,-48.667664,18.596947,0.0,87.198845,35.624504,0.0,-44.599999999999994,73.80000000000001,50
-3.2425702,-13.307047,0.0,-90.1166,23.184835,0.0,73.0361,-33.50166,0.0,45.13289,-0.70236325,0.0,34.599999999999994,16.200000000000003,50
13.202786,-25.09268,0.0,-43.45969,-40.343624,0.0,-82.30086,-10.138291,0.0,38.097275,63.093258,0.0,-67.19999999999999,-43.0,50
-23.734915,71.95913,0.0,37.312172,3.453219,0.0,76.49667,49.890316,0.0,-6.04589,49.420547,0.0,40.900000000000006,54.70000000000002,50
-45.799618,4.9879074,0.0,96.045975,-61.35327,0.0,-5.9637127,-69.88366,0.0,91.21613,-67.71741,0.0,69.4,-61.4,50
-42.541862,67.29584,0.0,-71.33539,-6.810498,0.0,-17.865198,83.96579,0.0,76.06001,-25.463127,0.0,-51.8,30.200000000000017,50
-58.992516,79.74931,0.0,19.831192,-71.34168,0.0,48.980106,-80.93094,0.0,3.9285898,-87.713135,0.0,-25.89999999999999,-71.3,50
-45.774357,-16.881912,0.0,19.283401,72.605606,0.0,68.65754,-36.810406,0.0,-72.14401,-60.938484,0.0,-67.3,-28.5,50
-97.996864,19.241846,0.0,97.23891,-27.46911,0.0,-6.448126,-4.550499,0.0,0.038433075,94.11392,0.0,-45.599999999999994,39.0,50
-76.851295,-79.53331,0.0,86.75497,54.832554,0.0,61.87918,-28.287899,0.0,-48.352993,-26.195986,0.0,-28.0,-32.0,50
15.249432,22.758734,0.0,48.84157,74.41492,0.0,-91.202126,63.017036,0.0,-31.6415,-24.26061,0.0,-44.5,21.700000000000003,50
-89.492004,-22.541183,0.0,39.72187,-59.301266,0.0,85.92794,-24.873775,0.0,-71.342255,-23.953068,0.0,38.70000000000002,-39.3,50
-52.418957,-6.640482,0.0,58.3303,-94.74552,0.0,-23.21151,46.328236,0.0,54.03403,89.002205,0.0,-40.099999999999994,49.099999999999994,50
39.498283,80.48073,0.0,-18.677628,47.950554,0.0,24.469639,-67.86847,0.0,-88.064705,67.250565,0.0,-25.0,55.10000000000002,50
-51.14902,-1.1827886,0.0,59.217144,-56.6774,0.0,80.86146,58.268105,0.0,-33.375526,-63.879498,0.0,-28.89999999999999,-99.9,50
